device_id,device_type,data_type,location_type,access_frequency,user_consent,network_security_level,data_sensitivity,encryption_level,retention_period,data_volume,access_pattern,last_audit_days,data_anonymization,data_pseudonymization,data_minimization,purpose_limitation,storage_duration,data_sharing,compliance_status,security_incidents,privacy_impact_assessment,data_protection_officer,risk_level
device_228,gateway,humidity,public_space,21,False,5,3,2,90,925,irregular,72,False,True,True,False,136,external,partially_compliant,0,True,True,3
device_229,actuator,audio,public_space,58,True,2,5,1,186,596,regular,44,False,False,True,True,342,none,compliant,3,True,True,3
device_230,sensor,identification,public_space,18,True,2,4,3,169,177,burst,66,True,True,True,False,343,external,compliant,1,False,True,3
device_231,wearable,audio,restricted,10,True,5,5,2,180,756,regular,78,False,False,False,True,64,none,partially_compliant,4,False,True,4
device_232,wearable,health,public_space,86,True,5,4,3,202,274,regular,45,True,True,True,True,33,external,compliant,0,True,True,2
device_233,camera,temperature,private_space,28,True,4,1,2,193,371,burst,41,True,False,False,True,109,none,partially_compliant,3,True,True,3
device_234,sensor,location,restricted,35,True,5,5,1,287,814,irregular,13,False,False,False,True,216,none,compliant,3,False,True,4
device_235,actuator,location,private_space,74,True,2,4,2,299,130,irregular,49,True,True,False,True,223,external,compliant,2,False,False,4
device_236,actuator,temperature,public_space,18,True,4,1,1,243,701,irregular,60,False,True,True,True,122,internal,compliant,3,True,True,2
device_237,actuator,temperature,semi_public,6,True,1,5,1,160,311,regular,3,True,True,True,True,68,internal,compliant,0,False,True,2
device_238,actuator,health,private_space,17,True,2,2,1,251,475,irregular,70,True,False,True,False,362,none,compliant,0,True,True,3
device_239,sensor,identification,private_space,26,False,4,4,1,363,293,regular,75,True,True,True,True,344,none,compliant,3,True,False,3
device_240,camera,video,semi_public,1,True,2,5,2,329,557,irregular,44,True,False,True,True,170,none,non_compliant,2,False,True,4
device_241,wearable,temperature,semi_public,37,True,3,1,1,93,517,irregular,68,True,False,True,False,24,external,partially_compliant,1,True,True,3
device_242,actuator,health,public_space,67,False,4,5,3,36,109,regular,77,True,False,True,False,274,internal,partially_compliant,3,True,True,3
device_243,wearable,video,restricted,78,False,5,1,2,4,215,regular,8,True,True,False,True,53,internal,compliant,2,True,True,3
device_244,gateway,pressure,semi_public,94,False,2,5,1,247,173,burst,75,False,False,True,True,109,external,partially_compliant,0,False,True,4
device_245,wearable,pressure,restricted,5,True,3,4,2,336,557,irregular,45,True,False,True,True,163,internal,partially_compliant,4,True,False,3
device_246,wearable,pressure,restricted,31,True,3,3,3,256,703,burst,6,False,False,True,True,357,internal,partially_compliant,1,True,False,3
device_247,wearable,identification,semi_public,23,True,1,4,3,85,990,irregular,47,True,False,True,True,90,internal,compliant,4,True,True,3
device_248,wearable,audio,semi_public,51,False,1,1,3,226,834,irregular,56,True,True,True,False,355,internal,partially_compliant,3,True,False,3
device_249,wearable,health,semi_public,58,False,3,5,3,134,781,irregular,38,True,False,True,False,123,internal,compliant,3,True,False,4
device_250,sensor,location,private_space,67,True,2,3,1,337,782,burst,40,True,False,True,True,214,none,partially_compliant,1,True,False,3
device_251,camera,pressure,public_space,86,True,3,3,2,153,345,regular,55,False,True,False,True,62,none,partially_compliant,0,True,True,2
device_252,gateway,pressure,semi_public,99,False,4,2,3,9,212,irregular,76,True,True,True,True,145,internal,partially_compliant,3,True,True,2
device_253,actuator,temperature,private_space,97,False,3,4,2,114,441,burst,86,False,False,True,False,302,internal,compliant,2,False,True,4
device_254,gateway,identification,semi_public,93,True,5,1,2,41,781,irregular,33,False,True,True,False,148,internal,partially_compliant,4,True,True,3
device_255,gateway,identification,public_space,2,True,5,5,2,37,835,irregular,49,False,True,True,False,192,internal,compliant,2,True,True,3
device_256,actuator,temperature,public_space,32,True,3,3,2,116,916,regular,82,False,True,True,True,103,internal,compliant,2,False,True,2
device_257,actuator,pressure,private_space,55,True,4,5,2,294,409,regular,65,False,True,False,False,78,internal,partially_compliant,2,False,True,3
device_258,camera,pressure,restricted,80,True,5,4,2,339,522,burst,37,True,True,False,True,100,internal,partially_compliant,2,True,True,3
device_259,actuator,identification,restricted,72,False,1,5,3,61,959,burst,8,True,True,False,True,77,internal,partially_compliant,0,False,True,4
device_260,wearable,audio,private_space,17,True,3,1,2,303,632,burst,66,True,False,True,False,3,internal,compliant,2,False,True,3
device_261,sensor,health,restricted,30,False,5,4,1,285,60,burst,6,True,True,True,True,249,internal,non_compliant,1,True,True,3
device_262,gateway,pressure,restricted,46,False,5,4,1,345,796,irregular,24,True,False,True,False,249,none,compliant,1,True,False,3
device_263,actuator,health,public_space,56,False,4,1,1,341,52,irregular,15,True,False,False,True,61,internal,compliant,4,True,True,3
device_264,wearable,humidity,restricted,61,False,2,1,1,308,5,burst,1,True,False,True,True,361,internal,non_compliant,3,True,True,3
device_265,sensor,health,semi_public,27,True,2,1,1,246,415,burst,57,False,False,False,True,325,internal,partially_compliant,1,False,False,4
device_266,wearable,pressure,private_space,16,False,3,2,2,255,365,burst,50,True,True,False,True,144,external,compliant,3,False,True,4
device_267,camera,health,private_space,19,False,3,3,3,108,458,irregular,51,True,True,False,True,351,internal,partially_compliant,2,True,False,3
device_268,actuator,humidity,semi_public,18,True,2,5,3,55,53,irregular,2,False,True,True,False,167,none,partially_compliant,1,False,True,3
device_269,sensor,audio,semi_public,26,True,5,2,3,110,182,irregular,84,False,True,True,False,86,external,compliant,2,True,True,3
device_270,wearable,video,semi_public,85,True,1,5,2,362,411,irregular,26,True,True,True,True,284,none,compliant,1,True,False,3
device_271,actuator,identification,private_space,27,False,3,3,3,63,863,irregular,37,True,False,False,True,4,internal,compliant,1,True,True,3
device_272,wearable,health,private_space,83,False,3,2,3,203,256,irregular,72,True,False,True,True,11,internal,non_compliant,3,True,False,4
device_273,sensor,identification,public_space,17,True,3,1,3,202,227,burst,57,True,True,False,False,78,external,non_compliant,4,True,True,4
device_274,actuator,temperature,semi_public,22,True,4,5,3,28,184,burst,68,True,True,True,True,315,none,compliant,1,False,False,2
device_275,gateway,health,private_space,72,True,4,5,2,216,497,regular,76,True,True,False,True,11,internal,partially_compliant,3,False,True,4
device_276,gateway,humidity,private_space,59,True,2,2,2,297,164,regular,75,True,True,True,True,183,none,partially_compliant,3,True,True,2
device_277,wearable,identification,restricted,14,True,4,5,1,299,960,regular,1,False,True,True,False,211,none,non_compliant,1,True,True,4
device_278,sensor,identification,restricted,52,False,3,3,1,76,592,burst,32,False,False,True,True,155,internal,compliant,3,True,True,4
device_279,gateway,pressure,restricted,88,True,1,5,3,117,881,regular,85,False,False,True,True,56,none,compliant,2,True,False,3
device_280,wearable,pressure,public_space,82,False,2,4,3,118,98,burst,32,True,True,True,True,339,none,compliant,1,False,True,3
device_281,sensor,audio,private_space,50,True,1,4,2,53,454,irregular,74,False,True,True,True,138,none,partially_compliant,0,True,True,3
device_282,gateway,identification,public_space,69,True,4,3,3,41,966,burst,35,False,False,True,True,248,none,compliant,0,True,True,3
device_283,wearable,audio,semi_public,75,True,2,3,2,344,493,regular,25,False,True,True,True,71,none,partially_compliant,1,True,False,3
device_284,camera,video,semi_public,57,True,4,5,2,118,239,burst,64,False,False,True,True,280,internal,non_compliant,4,True,True,4
device_285,sensor,video,private_space,20,True,4,2,3,346,703,burst,82,True,False,True,True,143,none,partially_compliant,4,True,True,3
device_286,camera,pressure,restricted,33,True,3,3,2,134,737,burst,34,False,False,True,True,47,internal,partially_compliant,2,True,True,3
device_287,gateway,video,public_space,7,True,4,4,1,51,703,regular,51,False,False,True,True,362,none,partially_compliant,0,True,True,3
device_288,wearable,pressure,semi_public,82,False,5,2,2,125,277,burst,70,True,True,True,True,80,none,compliant,0,True,True,2
device_289,gateway,location,public_space,44,True,4,1,3,281,829,burst,57,False,False,False,True,40,internal,compliant,1,False,True,3
device_290,camera,pressure,restricted,33,False,3,5,2,5,751,irregular,25,False,True,False,False,253,internal,non_compliant,2,True,True,4
device_291,sensor,temperature,restricted,95,False,1,1,3,149,274,irregular,22,True,True,False,True,124,none,partially_compliant,1,True,False,2
device_292,wearable,temperature,private_space,39,False,4,3,1,228,748,burst,8,True,False,False,True,133,internal,partially_compliant,4,False,True,4
device_293,actuator,location,semi_public,18,False,5,5,1,128,532,irregular,80,False,True,True,False,284,external,compliant,2,False,True,4
device_294,actuator,health,public_space,42,False,3,3,2,92,877,burst,49,True,True,False,True,232,none,non_compliant,0,True,True,3
device_295,wearable,temperature,private_space,57,True,1,2,1,29,53,irregular,66,True,False,True,True,172,external,partially_compliant,4,True,True,3
device_296,wearable,health,public_space,29,False,3,5,1,75,550,regular,29,False,True,True,True,65,external,compliant,0,True,False,4
device_297,gateway,pressure,public_space,9,False,3,1,2,87,968,irregular,7,False,False,True,True,62,external,compliant,2,False,True,3
device_298,wearable,pressure,public_space,94,True,3,3,1,68,999,regular,87,False,False,True,True,269,internal,compliant,1,False,True,3
device_299,wearable,health,public_space,7,True,1,5,1,62,155,irregular,6,True,True,True,True,63,internal,partially_compliant,0,True,True,3
device_300,actuator,audio,semi_public,75,False,4,4,2,348,596,irregular,17,True,True,True,True,183,internal,compliant,0,True,True,2
device_301,gateway,identification,restricted,22,True,1,5,2,93,351,burst,32,True,False,False,True,75,internal,compliant,1,True,False,4
device_302,actuator,health,public_space,73,True,5,3,2,177,546,irregular,81,True,False,True,False,361,internal,partially_compliant,3,False,True,3
device_303,wearable,humidity,public_space,74,True,4,3,3,130,887,burst,11,False,True,True,True,136,none,partially_compliant,2,False,True,3
device_304,camera,location,public_space,27,False,1,5,3,289,38,burst,34,True,False,True,True,75,none,partially_compliant,3,True,True,4
device_305,wearable,location,public_space,47,True,3,4,1,171,567,irregular,82,True,True,True,True,293,none,compliant,3,True,True,3
device_306,sensor,health,private_space,32,True,5,5,3,17,153,irregular,80,True,False,True,True,285,internal,compliant,0,True,True,2
device_307,camera,health,restricted,44,True,5,5,1,119,422,burst,8,True,True,True,True,34,none,compliant,4,True,True,3
device_308,gateway,audio,semi_public,13,True,4,5,3,218,616,regular,1,True,True,True,False,315,none,compliant,1,True,True,2
device_309,camera,identification,public_space,71,False,2,5,1,292,436,irregular,60,True,False,True,True,263,internal,partially_compliant,3,True,True,4
device_310,camera,temperature,public_space,99,True,1,4,3,19,54,burst,29,True,True,False,True,296,internal,partially_compliant,2,True,True,3
device_311,wearable,identification,semi_public,93,True,3,5,2,336,564,burst,88,False,True,False,True,176,internal,compliant,2,True,True,4
device_312,camera,identification,public_space,16,False,4,4,2,130,489,irregular,51,False,False,True,False,269,none,compliant,2,False,True,4
device_313,sensor,health,public_space,44,True,3,4,1,50,781,irregular,51,False,True,True,True,129,none,compliant,1,True,True,3
device_314,sensor,temperature,semi_public,63,False,4,2,1,362,689,irregular,15,False,True,True,True,232,internal,partially_compliant,2,True,False,2
device_315,wearable,video,private_space,46,True,1,1,2,212,625,burst,51,True,False,False,True,271,none,compliant,3,True,True,3
device_316,gateway,health,semi_public,57,True,4,3,2,120,689,burst,38,True,False,True,True,272,internal,partially_compliant,0,True,True,3
device_317,sensor,pressure,restricted,46,True,1,3,3,35,638,regular,2,True,True,False,True,223,none,compliant,3,True,False,2
device_318,actuator,humidity,semi_public,10,False,4,4,3,18,604,burst,65,False,True,False,True,123,internal,compliant,1,True,True,3
device_319,camera,video,semi_public,3,True,3,1,2,282,581,regular,78,False,True,True,False,261,none,partially_compliant,2,False,False,3
device_320,actuator,health,restricted,9,True,3,1,2,286,70,burst,75,False,False,True,True,141,internal,compliant,2,True,True,3
device_321,gateway,health,public_space,27,True,5,5,1,158,450,regular,51,False,True,True,True,156,none,partially_compliant,2,True,True,3
device_322,wearable,video,public_space,34,True,1,3,3,170,208,burst,82,False,False,True,True,133,none,compliant,4,True,True,4
device_323,gateway,humidity,public_space,62,False,4,1,3,82,152,regular,78,True,True,True,True,261,external,compliant,1,True,False,2
device_324,gateway,health,public_space,44,True,4,5,3,150,956,regular,53,False,False,True,True,185,internal,compliant,1,True,False,3
device_325,wearable,pressure,restricted,20,False,2,1,2,14,240,burst,7,True,True,False,False,304,internal,compliant,0,True,False,3
device_326,sensor,pressure,restricted,91,True,3,2,1,145,721,irregular,16,False,True,True,True,19,internal,compliant,1,False,True,2
device_327,wearable,humidity,private_space,9,True,1,2,1,126,655,irregular,53,False,True,False,False,322,none,compliant,2,True,False,3
device_328,gateway,audio,public_space,84,True,4,1,2,14,409,regular,86,True,True,False,True,46,external,partially_compliant,3,False,True,3
device_329,camera,video,public_space,87,False,2,4,1,163,460,irregular,26,False,False,True,False,308,external,compliant,0,False,True,4
device_330,wearable,pressure,restricted,8,True,4,4,3,342,967,regular,4,True,True,False,True,247,none,compliant,4,False,True,3
device_331,actuator,health,restricted,81,False,4,3,1,273,184,irregular,51,True,True,True,True,38,internal,compliant,4,True,True,3
device_332,sensor,video,restricted,51,True,2,2,2,213,993,regular,52,False,True,False,False,264,internal,compliant,3,False,False,4
device_333,wearable,humidity,private_space,46,True,5,4,1,126,569,burst,40,True,True,False,True,223,internal,compliant,1,True,True,3
device_334,gateway,health,restricted,46,True,3,2,2,227,555,regular,24,True,True,True,True,231,internal,compliant,2,True,True,3
device_335,gateway,pressure,private_space,78,True,1,3,3,7,865,irregular,1,True,False,False,True,164,none,compliant,0,True,True,2
device_336,wearable,audio,restricted,89,False,5,1,2,85,910,burst,56,False,True,True,True,68,none,compliant,0,False,True,3
device_337,sensor,pressure,restricted,53,True,5,5,1,291,471,burst,84,True,False,True,True,283,external,compliant,2,False,False,3
device_338,sensor,video,semi_public,29,True,5,2,1,324,272,irregular,38,True,True,True,False,207,external,compliant,1,True,True,3
device_339,camera,health,semi_public,69,True,5,1,1,61,429,irregular,75,False,True,True,True,229,none,partially_compliant,4,True,True,3
device_340,wearable,temperature,public_space,36,False,2,1,1,297,777,burst,15,False,False,True,False,337,none,partially_compliant,4,False,True,4
device_341,actuator,location,semi_public,44,False,5,5,1,8,780,irregular,23,False,True,False,True,93,external,compliant,0,False,True,4
device_342,wearable,audio,semi_public,74,True,2,2,1,356,72,regular,18,False,False,False,False,266,internal,compliant,4,True,True,4
device_343,wearable,temperature,public_space,55,True,1,3,1,227,884,irregular,4,True,True,True,True,346,internal,compliant,2,True,True,3
device_344,gateway,audio,semi_public,63,True,2,1,2,272,642,regular,13,False,True,True,True,253,internal,compliant,2,False,False,3
device_345,actuator,audio,semi_public,10,False,1,5,3,35,287,regular,33,True,True,True,True,42,external,compliant,0,False,True,3
device_346,gateway,audio,restricted,29,True,5,3,2,287,663,irregular,5,False,False,False,True,146,none,non_compliant,3,True,False,4
device_347,sensor,humidity,semi_public,76,True,4,2,2,286,636,burst,7,False,False,False,True,46,internal,partially_compliant,3,False,False,3
device_348,gateway,temperature,public_space,17,True,1,3,2,5,955,irregular,80,False,False,True,False,265,external,partially_compliant,1,True,True,3
device_349,camera,identification,public_space,93,False,2,2,3,8,116,regular,57,True,True,True,True,298,internal,compliant,4,True,True,3
device_350,camera,video,public_space,16,True,3,4,3,41,467,irregular,79,True,False,True,True,276,internal,compliant,4,False,True,3
device_351,gateway,humidity,public_space,26,True,4,5,1,36,523,burst,68,True,True,True,True,131,none,partially_compliant,0,True,True,2
device_352,actuator,location,public_space,38,True,1,1,2,178,50,burst,36,False,True,True,True,61,internal,compliant,2,False,True,3
device_353,actuator,humidity,public_space,86,True,2,5,2,166,726,burst,17,True,True,True,True,312,none,partially_compliant,1,True,True,2
device_354,actuator,identification,private_space,50,False,3,3,2,144,359,burst,75,False,True,False,True,328,internal,partially_compliant,4,True,False,4
device_355,camera,temperature,private_space,95,False,3,2,1,99,772,irregular,13,True,True,True,True,242,none,non_compliant,0,True,True,2
device_356,sensor,temperature,private_space,25,False,3,2,3,15,50,burst,7,True,True,True,True,257,none,partially_compliant,2,True,False,2
device_357,wearable,pressure,public_space,6,True,4,3,1,191,960,burst,43,False,True,False,True,258,none,compliant,0,False,True,3
device_358,sensor,video,public_space,26,True,2,2,1,19,683,irregular,74,True,False,True,False,340,none,partially_compliant,2,True,True,3
device_359,sensor,video,restricted,5,True,4,3,1,235,516,burst,88,True,True,False,True,141,external,compliant,4,True,True,4
device_360,sensor,video,public_space,87,False,3,1,2,134,391,burst,58,True,False,True,True,304,none,partially_compliant,3,False,True,3
device_361,camera,humidity,public_space,64,True,5,5,3,300,658,irregular,27,True,False,True,False,284,none,compliant,3,False,True,3
device_362,gateway,health,public_space,23,True,2,1,3,134,572,irregular,79,True,True,True,True,280,none,partially_compliant,3,True,False,3
device_363,wearable,identification,public_space,7,True,1,3,1,129,581,burst,39,False,True,True,True,103,internal,compliant,3,False,True,4
device_364,camera,humidity,private_space,43,True,5,5,1,224,182,irregular,72,False,True,False,False,294,none,compliant,2,True,True,3
device_365,camera,identification,semi_public,18,True,2,2,1,260,971,burst,24,True,True,False,False,169,none,compliant,3,True,True,3
device_366,wearable,video,restricted,71,True,5,5,2,271,645,irregular,6,False,True,True,True,123,internal,compliant,2,True,False,3
device_367,actuator,humidity,semi_public,39,True,5,1,1,177,851,irregular,1,True,True,True,False,132,none,compliant,2,True,True,2
device_368,wearable,temperature,semi_public,22,True,4,3,1,251,603,regular,17,True,False,True,True,32,internal,partially_compliant,2,True,True,2
device_369,gateway,location,private_space,78,True,4,1,1,200,289,irregular,59,False,False,True,True,202,external,partially_compliant,3,True,True,3
device_370,sensor,temperature,public_space,2,True,1,4,2,265,431,burst,71,True,True,True,True,202,internal,partially_compliant,0,True,True,2
device_371,wearable,identification,restricted,71,True,2,1,3,15,843,burst,69,True,False,False,True,270,internal,compliant,2,False,True,4
device_372,sensor,location,public_space,39,True,4,5,3,117,815,burst,41,True,True,True,True,150,internal,compliant,2,True,True,3
device_373,actuator,health,public_space,31,False,3,1,1,222,677,regular,21,True,False,True,True,83,internal,partially_compliant,2,True,True,3
device_374,gateway,location,public_space,72,False,1,1,3,190,239,irregular,25,False,True,True,False,242,internal,compliant,2,False,True,3
device_375,gateway,location,private_space,72,True,5,4,1,22,644,burst,24,False,False,True,False,278,external,partially_compliant,3,True,True,4
device_376,camera,location,public_space,48,True,5,2,3,151,73,regular,51,True,True,True,True,306,none,compliant,0,True,True,2
device_377,camera,pressure,private_space,92,True,4,3,2,280,270,regular,56,True,False,True,True,239,internal,compliant,4,True,True,2
device_378,sensor,audio,public_space,92,False,3,1,3,229,505,regular,77,True,True,True,True,356,external,compliant,1,False,True,2
device_379,gateway,temperature,private_space,32,True,5,3,1,60,370,irregular,12,True,False,True,False,200,internal,partially_compliant,2,True,False,3
device_380,wearable,pressure,semi_public,3,False,1,5,2,178,294,regular,24,True,False,True,True,29,internal,compliant,2,False,True,3
device_381,camera,video,private_space,35,True,1,4,2,21,73,burst,67,True,False,True,True,67,none,compliant,4,True,True,4
device_382,gateway,audio,public_space,96,True,5,4,3,195,254,irregular,68,True,True,True,True,8,internal,partially_compliant,4,True,True,3
device_383,wearable,video,semi_public,97,True,5,5,1,359,39,regular,89,True,False,False,True,264,internal,compliant,4,True,True,3
device_384,sensor,audio,restricted,74,True,1,5,1,13,41,regular,67,True,True,True,False,219,internal,compliant,3,True,False,4
device_385,sensor,location,semi_public,69,False,4,5,1,193,401,burst,75,True,False,True,True,144,internal,compliant,3,False,True,4
device_386,actuator,video,private_space,86,False,1,1,1,183,434,burst,81,False,False,False,True,169,internal,compliant,4,False,True,4
device_387,gateway,health,semi_public,31,False,3,3,2,252,993,irregular,29,True,False,True,True,361,external,partially_compliant,2,True,True,3
device_388,camera,health,semi_public,58,False,4,2,2,257,8,regular,40,True,False,True,False,313,internal,compliant,2,False,True,3
device_389,sensor,pressure,restricted,22,True,4,3,1,289,910,irregular,80,False,False,True,True,336,none,compliant,4,True,True,3
device_390,gateway,audio,public_space,27,True,4,3,3,250,830,regular,37,False,True,True,False,238,internal,compliant,2,False,True,3
device_391,actuator,temperature,private_space,34,False,2,2,3,340,838,burst,64,False,False,True,True,256,none,non_compliant,1,True,True,3
device_392,sensor,health,semi_public,74,True,5,3,2,5,680,burst,4,True,False,True,True,35,external,compliant,0,True,False,2
device_393,wearable,health,semi_public,24,True,5,4,1,167,122,burst,36,True,True,True,True,182,none,compliant,2,False,True,3
device_394,actuator,identification,restricted,53,False,1,3,1,16,40,regular,18,True,False,False,True,105,none,partially_compliant,4,True,True,4
device_395,actuator,humidity,public_space,19,True,2,4,3,166,566,irregular,47,True,False,True,True,148,none,partially_compliant,0,False,True,2
device_396,sensor,audio,semi_public,5,True,2,1,2,130,942,regular,41,True,False,True,False,344,none,compliant,4,True,True,3
device_397,camera,location,semi_public,59,True,5,2,3,52,693,regular,14,True,False,False,False,48,none,compliant,0,True,True,2
device_398,actuator,identification,semi_public,13,True,3,4,1,211,974,burst,67,True,False,True,True,354,internal,compliant,3,True,True,3
device_399,gateway,location,public_space,60,True,3,4,1,195,33,burst,72,False,False,False,False,311,internal,partially_compliant,1,True,False,4
device_400,camera,audio,public_space,10,False,3,2,2,308,297,burst,53,False,False,False,True,261,external,partially_compliant,3,True,True,4
device_401,wearable,humidity,public_space,6,True,5,4,3,58,587,regular,60,True,False,False,True,81,internal,partially_compliant,2,True,True,2
device_402,gateway,temperature,restricted,34,True,3,1,2,208,510,burst,8,False,True,True,False,154,none,non_compliant,0,True,True,3
device_403,actuator,identification,public_space,72,True,4,5,3,336,885,regular,65,True,True,True,False,74,none,partially_compliant,3,True,True,3
device_404,sensor,identification,public_space,29,True,2,5,3,250,58,burst,39,True,True,False,True,74,internal,partially_compliant,2,True,False,3
device_405,gateway,health,restricted,48,True,3,2,1,340,982,burst,22,False,True,False,True,300,none,compliant,4,True,True,4
device_406,camera,audio,public_space,15,True,2,5,1,108,314,irregular,28,True,False,True,True,170,internal,partially_compliant,1,False,True,3
device_407,gateway,temperature,public_space,21,True,3,2,3,228,969,irregular,35,True,False,True,True,12,none,compliant,4,True,True,2
device_408,camera,health,semi_public,82,True,1,1,1,255,411,regular,63,False,True,True,True,189,internal,compliant,3,True,True,3
device_409,actuator,identification,semi_public,71,False,3,2,1,2,553,burst,84,True,True,False,False,281,none,compliant,3,True,True,3
device_410,sensor,location,restricted,65,True,5,2,3,84,891,irregular,24,False,False,True,True,295,external,partially_compliant,4,True,True,3
device_411,gateway,health,public_space,24,True,2,4,2,127,168,regular,51,True,True,True,True,102,external,compliant,0,True,True,3
device_412,sensor,health,restricted,39,False,2,2,1,31,802,burst,39,False,False,True,False,213,internal,partially_compliant,0,False,True,4
device_413,camera,audio,private_space,66,True,5,5,3,113,838,regular,84,True,True,False,True,70,internal,non_compliant,0,False,True,3
device_414,camera,temperature,public_space,76,True,2,1,3,66,995,burst,33,True,False,False,False,266,internal,compliant,2,True,False,3
device_415,gateway,humidity,public_space,49,True,2,1,3,251,477,irregular,51,False,True,True,False,26,none,compliant,3,False,True,3
device_416,sensor,video,public_space,38,True,5,5,1,361,94,burst,33,True,True,False,False,57,none,compliant,1,True,True,3
device_417,actuator,humidity,private_space,74,False,1,3,3,199,671,irregular,26,True,False,True,True,335,external,compliant,1,True,True,3
device_418,wearable,temperature,private_space,79,True,4,1,3,295,21,burst,12,False,True,True,True,212,none,partially_compliant,1,True,True,2
device_419,actuator,temperature,private_space,63,False,1,4,2,123,725,burst,44,False,True,False,True,210,internal,compliant,2,False,True,4
device_420,camera,humidity,restricted,92,True,4,5,2,187,950,irregular,74,False,False,True,True,359,internal,compliant,0,True,True,3
device_421,wearable,identification,semi_public,57,True,3,2,2,347,99,regular,66,True,False,True,True,331,none,partially_compliant,4,True,True,3
device_422,actuator,health,public_space,7,True,3,4,2,251,632,burst,55,True,True,False,True,50,none,compliant,0,True,True,3
device_423,gateway,pressure,private_space,19,True,5,2,3,54,202,burst,87,True,True,False,True,52,internal,compliant,2,True,True,2
device_424,wearable,identification,restricted,66,True,5,5,1,148,840,burst,80,False,True,True,False,205,internal,non_compliant,0,False,True,4
device_425,actuator,pressure,private_space,71,False,1,3,1,22,164,burst,4,True,True,False,True,189,none,compliant,0,True,True,3
device_426,gateway,location,private_space,68,False,3,5,1,68,85,irregular,79,False,False,True,True,221,internal,compliant,0,True,True,4
device_427,actuator,location,public_space,28,True,4,1,3,244,592,burst,89,True,False,True,True,243,internal,partially_compliant,0,True,True,2
device_428,gateway,identification,semi_public,96,False,2,5,1,6,963,irregular,33,False,False,False,False,71,internal,compliant,2,True,True,4
device_429,sensor,health,semi_public,32,True,4,2,3,70,439,burst,54,False,False,False,True,341,none,non_compliant,3,True,True,3
device_430,gateway,location,public_space,92,False,4,3,3,144,160,regular,39,False,True,True,True,250,internal,compliant,4,True,True,3
device_431,sensor,video,restricted,39,False,3,4,3,335,754,burst,60,False,True,True,True,4,internal,partially_compliant,2,True,True,3
device_432,gateway,health,restricted,76,True,2,5,1,356,299,burst,48,True,False,True,False,201,internal,partially_compliant,4,False,True,5
device_433,camera,audio,semi_public,83,True,4,4,3,245,943,irregular,84,True,True,True,True,82,none,compliant,1,False,True,2
device_434,gateway,pressure,semi_public,86,True,2,3,1,78,137,regular,16,True,True,False,True,253,none,compliant,1,False,True,2
device_435,camera,humidity,public_space,92,False,5,5,1,353,623,burst,64,False,False,True,True,158,internal,compliant,1,True,True,3
device_436,wearable,health,private_space,62,True,5,1,2,309,252,burst,48,True,True,False,True,266,internal,compliant,2,True,True,3
device_437,wearable,pressure,semi_public,5,True,1,5,1,250,334,irregular,83,True,True,True,True,339,none,compliant,4,False,False,3
device_438,sensor,audio,restricted,93,True,3,1,2,150,310,irregular,68,True,False,True,True,48,internal,partially_compliant,1,True,True,2
device_439,sensor,location,private_space,3,True,4,1,2,343,983,burst,78,True,True,True,True,212,external,compliant,0,False,True,3
device_440,sensor,health,private_space,4,True,1,1,3,119,412,burst,57,True,False,False,False,300,internal,partially_compliant,4,True,True,4
device_441,wearable,video,private_space,5,True,4,5,3,78,144,irregular,83,True,True,True,True,303,external,compliant,2,True,True,3
device_442,wearable,identification,restricted,36,True,2,5,2,119,200,irregular,76,True,False,True,True,122,none,compliant,0,False,False,4
device_443,gateway,humidity,semi_public,60,True,5,5,2,178,801,burst,64,True,True,True,False,78,none,compliant,3,True,True,3
device_444,wearable,humidity,private_space,99,True,3,4,2,338,267,irregular,30,False,True,True,True,103,internal,partially_compliant,2,True,True,3
device_445,wearable,humidity,private_space,12,True,2,5,2,88,750,irregular,32,False,False,False,True,285,internal,partially_compliant,2,True,True,4
device_446,actuator,identification,restricted,50,True,4,2,3,297,668,irregular,60,False,True,False,True,332,none,compliant,2,False,True,3
device_447,sensor,identification,public_space,7,False,2,1,1,212,448,irregular,46,False,False,True,True,311,none,compliant,3,True,True,3
device_448,camera,temperature,semi_public,29,True,3,5,3,114,797,regular,58,True,False,True,True,201,none,compliant,1,True,False,2
device_449,wearable,audio,restricted,31,True,2,5,3,210,188,burst,59,True,True,True,True,239,external,non_compliant,2,True,True,4
device_450,sensor,location,public_space,99,False,1,4,1,236,758,burst,70,True,False,False,True,324,none,compliant,3,False,True,4
device_451,wearable,pressure,semi_public,19,True,1,3,3,217,873,regular,7,False,False,False,True,198,none,partially_compliant,2,True,False,3
device_452,sensor,temperature,public_space,79,True,1,5,3,126,798,burst,30,False,False,True,True,219,internal,non_compliant,3,True,True,3
device_453,actuator,health,semi_public,92,True,2,5,1,200,827,regular,80,False,True,True,True,157,none,partially_compliant,1,True,True,3
device_454,wearable,humidity,public_space,83,False,5,3,2,207,505,regular,39,True,True,False,True,332,none,compliant,4,True,True,3
device_455,sensor,video,public_space,64,True,5,3,3,67,40,irregular,40,True,False,False,True,104,external,partially_compliant,2,True,True,3
device_456,gateway,audio,public_space,30,False,5,1,3,46,980,irregular,36,False,True,True,True,348,internal,partially_compliant,0,True,True,2
device_457,wearable,pressure,restricted,82,True,1,1,3,300,939,regular,58,True,False,False,True,337,none,partially_compliant,1,True,True,3
